PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
40933579,Application of metagenomics sequencing to diagnose paralytic rabies with stroke-like onset: a case report,"Lin B, Zhong D, Qin L, Liu Q, Wu L, Wang B, Wang K, Lu X, Deng S, Pan L.",Front Med (Lausanne). 2025 Aug 26;12:1639262. doi: 10.3389/fmed.2025.1639262. eCollection 2025.,Lin B,Front Med (Lausanne),2025,2025/9/11,PMC12417114,,10.3389/fmed.2025.1639262
40470415,Bullous Varicella in an Immunocompetent Adult: A Case Report,"Parupati VR, Vignesh A, Priyadarshini A, Sundaram M, Swaminathan DA.",Cureus. 2025 May 5;17(5):e83510. doi: 10.7759/cureus.83510. eCollection 2025 May.,Parupati VR,Cureus,2025,2025/6/5,PMC12135891,,10.7759/cureus.83510
36352460,Cross-generational bacterial strain transfer to an infant after fecal microbiota transplantation to a pregnant patient: a case report,"Wei S, Jespersen ML, Baunwall SMD, Myers PN, Smith EM, Dahlerup JF, Rasmussen S, Nielsen HB, Licht TR, Bahl MI, Hvas CL.",Microbiome. 2022 Nov 10;10(1):193. doi: 10.1186/s40168-022-01394-w.,Wei S,Microbiome,2022,2022/11/10,PMC9647999,,10.1186/s40168-022-01394-w
39170256,Disseminated Mycobacterium tilburgii infection in a person with AIDS: A case report,"Yuan M, Dong G, Han N, Yan L, Tang H.",Heliyon. 2024 Aug 2;10(15):e35616. doi: 10.1016/j.heliyon.2024.e35616. eCollection 2024 Aug 15.,Yuan M,Heliyon,2024,2024/8/22,PMC11336850,,10.1016/j.heliyon.2024.e35616
39331873,Cryptogenic organizing pneumonia caused by solanine: A case report,"Wang L, Zhang L, Ying C, Jin X, Ying M, Chen H, Zhu D.",Medicine (Baltimore). 2024 Sep 27;103(39):e39807. doi: 10.1097/MD.0000000000039807.,Wang L,Medicine (Baltimore),2024,2024/9/27,PMC11441846,,10.1097/MD.0000000000039807
38464923,Clinical evolution of antisynthetase syndrome-associated interstitial lung disease after COVID-19 in a man with Klinefelter syndrome: A case report,"Wu XX, Cui J, Wang SY, Zhao TT, Yuan YF, Yang L, Zuo W, Liao WJ.",World J Clin Cases. 2024 Feb 26;12(6):1144-1149. doi: 10.12998/wjcc.v12.i6.1144.,Wu XX,World J Clin Cases,2024,2024/3/11,PMC10921298,,10.12998/wjcc.v12.i6.1144
34234782,Case Report: Talaromyces marneffei Infection in a Chinese Child With a Complex Heterozygous CARD9 Mutation,"Ba H, Peng H, Cheng L, Lin Y, Li X, He X, Li S, Wang H, Qin Y.",Front Immunol. 2021 Jun 21;12:685546. doi: 10.3389/fimmu.2021.685546. eCollection 2021.,Ba H,Front Immunol,2021,2021/7/8,PMC8255793,,10.3389/fimmu.2021.685546
38500090,Cerebral malaria presenting as nonconvulsive status epilepticus: a case report,"Wu X, Qin N, Yi F, Wang J, Yan X, Wang L.",Malar J. 2024 Mar 18;23(1):84. doi: 10.1186/s12936-024-04908-z.,Wu X,Malar J,2024,2024/3/19,PMC10949684,,10.1186/s12936-024-04908-z
37429573,Case Report: Diagnosis and Treatment of Two Clinical Cases of Visceral Leishmaniasis-Related Hemophagocytic Lymphohistiocytosis,"Wang L, Hu M, Wu X, Ma L, Yang H.",Am J Trop Med Hyg. 2023 Jul 10;109(2):296-300. doi: 10.4269/ajtmh.22-0776. Print 2023 Aug 2.,Wang L,Am J Trop Med Hyg,2023,2023/7/10,PMC10397458,,10.4269/ajtmh.22-0776
35211614,Vedolizumab-associated diffuse interstitial lung disease in patients with ulcerative colitis: A case report,"Zhang J, Liu MH, Gao X, Dong C, Li YX.",World J Clin Cases. 2022 Feb 16;10(5):1716-1722. doi: 10.12998/wjcc.v10.i5.1716.,Zhang J,World J Clin Cases,2022,2022/2/25,PMC8855246,,10.12998/wjcc.v10.i5.1716
33633955,Diagnosis and etiological identification in severe constrictive pericarditis in a 14-year-old girl: a case report,"Huang L, Zhou Q, Cui X, Hu X, Duan D, Wu P, Gao W, Ning M, Li T.",Transl Pediatr. 2021 Jan;10(1):209-214. doi: 10.21037/tp-20-203.,Huang L,Transl Pediatr,2021,2021/2/26,PMC7882285,,10.21037/tp-20-203
36636006,Lung infection caused by Blastoschizomyces capitatus without immunodeficiency: a case report and review of the literature,"Peng J, Li B, He X, Ding C.",Ann Palliat Med. 2022 Dec;11(12):3826-3832. doi: 10.21037/apm-22-1289.,Peng J,Ann Palliat Med,2022,2023/1/13,,,10.21037/apm-22-1289
37697264,Fatal BK polyomavirus-associated pneumonia: report of two cases with literature review,"Wang Y, Fang Y, Yan Z, Xia R, Zeng W, Deng W, Xu J, Feng X, Peng J, Miao Y.",BMC Infect Dis. 2023 Sep 11;23(1):592. doi: 10.1186/s12879-023-08577-2.,Wang Y,BMC Infect Dis,2023,2023/9/11,PMC10494412,,10.1186/s12879-023-08577-2
40137713,Case Report: Shift from Aggressive Periodontitis to Feline Chronic Gingivostomatitis Is Linked to Increased Microbial Diversity,"Shaw CA, Soltero-Rivera M, Profeta R, Weimer BC.",Pathogens. 2025 Feb 26;14(3):228. doi: 10.3390/pathogens14030228.,Shaw CA,Pathogens,2025,2025/3/26,PMC11944619,,10.3390/pathogens14030228
39799800,Disseminated histoplasmosis in a 4-month-old infant presenting with prolonged fever and pancytopenia: A case report,"Floyd B, Gaston F, Saadoon R, Shaikh N, Bakir M.",J Mycol Med. 2025 Mar;35(1):101532. doi: 10.1016/j.mycmed.2025.101532. Epub 2025 Jan 4.,Floyd B,J Mycol Med,2025,2025/1/12,,,10.1016/j.mycmed.2025.101532
38773506,"Spiroplasma infection as a cause of severe congenital keratouveitis, cataract and glaucoma","Van Haecke H, Roels D, Nerinckx F, Schaballie H, Schelstraete P, Vandekerckhove L, Van Cleemput J, Van den Broeck W, Couck L, Hamerlinck H, Vandendriessche S, Boelens J, Joniau I.",BMC Ophthalmol. 2024 May 21;24(1):217. doi: 10.1186/s12886-024-03480-z.,Van Haecke H,BMC Ophthalmol,2024,2024/5/21,PMC11106900,,10.1186/s12886-024-03480-z
38410723,Assistance of next-generation sequencing for diagnosis of disseminated Bacillus Calmette-Guerin disease with X-SCID in an infant: a case report and literature review,"Zhang H, Liao Y, Zhu Z, Liu H, Li D, Wang S.",Front Cell Infect Microbiol. 2024 Feb 12;14:1341236. doi: 10.3389/fcimb.2024.1341236. eCollection 2024.,Zhang H,Front Cell Infect Microbiol,2024,2024/2/27,PMC10894915,,10.3389/fcimb.2024.1341236
38435306,Case report: Metagenomics next-generation sequencing in the diagnosis of septic shock due to Fusobacterium necrophorum in a 6-year-old child,"Zhang H, Liu Z, Guan Y, Li D, Liu H, Ruan L.",Front Cell Infect Microbiol. 2024 Feb 16;14:1236630. doi: 10.3389/fcimb.2024.1236630. eCollection 2024.,Zhang H,Front Cell Infect Microbiol,2024,2024/3/4,PMC10904578,,10.3389/fcimb.2024.1236630
28339739,Unabated occupational risk in a patient with rheumatoid pulmonary fibrosis,"Holden VK, Kligerman SJ, Hastings TG, Hines SE.",Occup Med (Lond). 2017 Jun 1;67(4):311-313. doi: 10.1093/occmed/kqx030.,Holden VK,Occup Med (Lond),2017,2017/3/25,,,10.1093/occmed/kqx030
39686449,Severe Epstein-Barr virus encephalitis with peripheral nerve damage: A case report,"Luo A, Li C, Zhao J, Wu Y, Fu R.",Medicine (Baltimore). 2024 Dec 13;103(50):e40804. doi: 10.1097/MD.0000000000040804.,Luo A,Medicine (Baltimore),2024,2024/12/17,PMC11651488,,10.1097/MD.0000000000040804
38166547,Venous-arterial extracorporeal membrane oxygenation for psittacosis pneumonia complicated with cardiogenic shock: case report and literature review,"Zhang Y, Hu H, Xu Y, Chen Y, Liu B, Chen J, Nie W, Zhong S, Ma J, Liu C.",BMC Cardiovasc Disord. 2024 Jan 2;24(1):6. doi: 10.1186/s12872-023-03669-y.,Zhang Y,BMC Cardiovasc Disord,2024,2024/1/3,PMC10763678,,10.1186/s12872-023-03669-y
41026231,A Novel Compound Heterozygous Mutation in the IL12RB1 Gene Causes Susceptibility To Mycobacterium Tilburgii Infection,"Qian M, Zhou J, Chen P, Jiang N, Wang T, Chen X, Xu H, Zhou F, Yang Y, Lin X, Yang Q, Shao L, Ruan Q, Zhang W.",J Clin Immunol. 2025 Sep 30;45(1):133. doi: 10.1007/s10875-025-01930-x.,Qian M,J Clin Immunol,2025,2025/9/30,PMC12484313,,10.1007/s10875-025-01930-x
35524297,Pulmonary invasive mucinous adenocarcinoma mimicking pulmonary actinomycosis,"Zhu D, Zhang Q, Rui Z, Xu S.",BMC Pulm Med. 2022 May 6;22(1):181. doi: 10.1186/s12890-022-01971-7.,Zhu D,BMC Pulm Med,2022,2022/5/7,PMC9074285,,10.1186/s12890-022-01971-7
39978085,Bartonella henselae and Aspergillus flavus coinfection in an immunocompromised patient,"Mu X, Chen S, He C, Li H, Huang Z.",Diagn Microbiol Infect Dis. 2025 May;112(1):116708. doi: 10.1016/j.diagmicrobio.2025.116708. Epub 2025 Feb 10.,Mu X,Diagn Microbiol Infect Dis,2025,2025/2/20,,,10.1016/j.diagmicrobio.2025.116708
37641081,Mycobacterium abscessus pulmonary disease presenting with spontaneous pneumomediastinum and subcutaneous emphysema in childhood acute lymphoblastic leukemia: a case report and literature review,"Liu W, Chu J, Xie Z, Yang L, Huang L, Tu S, Cai H, Wu Z, Wei A, Liu C, Cheng Y, Zhang K, Wang N.",BMC Pediatr. 2023 Aug 28;23(1):431. doi: 10.1186/s12887-023-04199-4.,Liu W,BMC Pediatr,2023,2023/8/28,PMC10463631,,10.1186/s12887-023-04199-4
36532052,Case report: Hemophagocytic lymphohistiocytosis in a child with primary immunodeficiency infected with Talaromyces marneffei,"Yan H, Mo Y, Liu S, Luo X, Liu L, Zhou L, Zhang X, Chen Y, Cao K.",Front Immunol. 2022 Dec 2;13:1038354. doi: 10.3389/fimmu.2022.1038354. eCollection 2022.,Yan H,Front Immunol,2022,2022/12/19,PMC9755863,,10.3389/fimmu.2022.1038354
35761230,Extracorporeal membrane oxygenation rescue for severe pneumocystis pneumonia with the Macklin effect: a case report,"Huang G, Zhou L, Yang N, Wu P, Mo X.",BMC Infect Dis. 2022 Jun 27;22(1):577. doi: 10.1186/s12879-022-07550-9.,Huang G,BMC Infect Dis,2022,2022/6/27,PMC9235170,,10.1186/s12879-022-07550-9
35840919,A case report of Klebsiella aerogenes-caused lumbar spine infection identified by metagenome next-generation sequencing,"Gu H, Cai Q, Dai X, Wang H, Xu W, Cao X, Ye Y.",BMC Infect Dis. 2022 Jul 15;22(1):616. doi: 10.1186/s12879-022-07583-0.,Gu H,BMC Infect Dis,2022,2022/7/15,PMC9288078,,10.1186/s12879-022-07583-0
39982611,Successful treatment of carbapenem-resistant Acinetobacter baumannii meningitis and purulent ventriculitis using cefiderocol combination therapy: a case report and literature review,"Wang X, Liu Q, Wu B, Zhao H, Hu J, Li N.",Eur J Clin Microbiol Infect Dis. 2025 May;44(5):1245-1250. doi: 10.1007/s10096-025-05077-w. Epub 2025 Feb 21.,Wang X,Eur J Clin Microbiol Infect Dis,2025,2025/2/21,,,10.1007/s10096-025-05077-w
40439829,Misdiagnosis of autoimmune glial fibrillary acidic protein astrocytopathy as infectious meningitis: a case report,"Wu C, Han X, Yang F, Zhang G, Zhao C.",Neurol Sci. 2025 Sep;46(9):4679-4683. doi: 10.1007/s10072-025-08258-9. Epub 2025 May 29.,Wu C,Neurol Sci,2025,2025/5/29,,,10.1007/s10072-025-08258-9
39802519,"Mixed Pulmonary Infection, Asthma, and Nephrotic Syndrome in a Patient Diagnosed with Selective IgA Deficiency: A Case Report","Yan C, Qiu J, Pan X, Huang X, Pan L, Wang C, Mao M.",J Inflamm Res. 2025 Jan 6;18:127-132. doi: 10.2147/JIR.S492482. eCollection 2025.,Yan C,J Inflamm Res,2025,2025/1/13,PMC11720748,,10.2147/JIR.S492482
38269573,The first reported cases of severe fever with thrombocytopenia syndrome virus from domestic sick camel to humans in China,"Sun Y, Zhang D, Liu H, Ruan C, Dou X, Ren Z, Ge Z, Du Z, Jin H, Li D, Xue H, Liu W, Chen Z, Wang Q.",Emerg Microbes Infect. 2024 Dec;13(1):2309990. doi: 10.1080/22221751.2024.2309990. Epub 2024 Feb 11.,Sun Y,Emerg Microbes Infect,2024,2024/1/25,PMC10860415,,10.1080/22221751.2024.2309990
36003287,Fecal microbiota transplantation treatment for type 1 diabetes mellitus with malnutrition: a case report,"Xie YC, Jing XB, Chen X, Chen LZ, Zhang SH, Cai XB.",Ther Adv Chronic Dis. 2022 Aug 17;13:20406223221117449. doi: 10.1177/20406223221117449. eCollection 2022.,Xie YC,Ther Adv Chronic Dis,2022,2022/8/25,PMC9393929,,10.1177/20406223221117449
31660864,Direct-from-blood RNA sequencing identifies the cause of post-bronchoscopy fever,"Ko ER, Philipson CW, Burke TW, Cer RZ, Bishop-Lilly KA, Voegtly LJ, Tsalik EL, Woods CW, Clark DV, Schully KL.",BMC Infect Dis. 2019 Oct 28;19(1):905. doi: 10.1186/s12879-019-4462-9.,Ko ER,BMC Infect Dis,2019,2019/10/30,PMC6819639,,10.1186/s12879-019-4462-9
41146816,Endogenous Fungal Endophthalmitis Following Eyebrow Tattooing: A Case Report,"Wang N, Wu J, Xiang X, Zhao Q, Yao L.",Cureus. 2025 Sep 26;17(9):e93246. doi: 10.7759/cureus.93246. eCollection 2025 Sep.,Wang N,Cureus,2025,2025/10/28,PMC12553984,,10.7759/cureus.93246
24485222,Comprehensive metagenomic approach for detecting causative microorganisms in culture-negative infective endocarditis,"Imai A, Gotoh K, Asano Y, Yamada N, Motooka D, Fukushima M, Kanzaki M, Ohtani T, Sakata Y, Nishi H, Toda K, Sawa Y, Komuro I, Horii T, Iida T, Nakamura S, Takashima S.",Int J Cardiol. 2014 Mar 15;172(2):e288-9. doi: 10.1016/j.ijcard.2013.12.197. Epub 2014 Jan 8.,Imai A,Int J Cardiol,2014,2014/2/4,,,10.1016/j.ijcard.2013.12.197
37963293,Epstein-Barr virus infection with non-tumor-associated Anti-N-Methyl-D-Aspartate receptor encephalitis: a case report and review of literature,"Ma YJ, Zhao L, Li JQ, Yang L, Yan YM, Li JB, Gao LH.",Neurocase. 2023 Feb-Apr;29(1):1-5. doi: 10.1080/13554794.2023.2280276. Epub 2023 Dec 16.,Ma YJ,Neurocase,2023,2023/11/14,,,10.1080/13554794.2023.2280276
26360016,Metagenomic analysis for detecting pathogens in culture-negative infective endocarditis,"Fukui Y, Aoki K, Okuma S, Sato T, Ishii Y, Tateda K.",J Infect Chemother. 2015 Dec;21(12):882-4. doi: 10.1016/j.jiac.2015.08.007. Epub 2015 Sep 8.,Fukui Y,J Infect Chemother,2015,2015/9/12,,,10.1016/j.jiac.2015.08.007
40922266,Isolated spinal osteomyelitis caused by Nocardia farcinica in an immunocompetent patient: A case report and literature review,"Liu Y, Yue Y, Dong C, Wang Z.",Medicine (Baltimore). 2025 Sep 5;104(36):e42797. doi: 10.1097/MD.0000000000042797.,Liu Y,Medicine (Baltimore),2025,2025/9/9,PMC12419247,,10.1097/MD.0000000000042797
40597897,The complex diagnosis of post-dialysis fever: a case report and literature review of infective endocarditis in a dialysis patient,"Wang X, Xie Y, Chen M, Zhu H, He G, Yu W, Qiao D, Shen Y, Song L, Deng Q.",BMC Nephrol. 2025 Jul 1;26(1):331. doi: 10.1186/s12882-025-04236-7.,Wang X,BMC Nephrol,2025,2025/7/2,PMC12219980,,10.1186/s12882-025-04236-7
37026934,Gastrointestinal Talaromyces marneffei infection in a man with AIDS: A case report,"Peng R, Peng Z, Mou M, Wang Q, Huang M, Zou J.",Medicine (Baltimore). 2023 Apr 7;102(14):e33424. doi: 10.1097/MD.0000000000033424.,Peng R,Medicine (Baltimore),2023,2023/4/7,PMC10082289,,10.1097/MD.0000000000033424
40977416,COVID-19 Infection Confirmed by Bronchoalveolar Lavage Fluid Metagenomics -Next-Generation Sequencing Instead of Pharyngeal Swabs in Follicular Lymphoma: Three-Case Report and Literature Review,"Liu C, Song Y, Niu S, Jiang Y, Zhu T, Li X, Cui R, Deng Q.",J Clin Lab Anal. 2025 Oct;39(20):e70103. doi: 10.1002/jcla.70103. Epub 2025 Sep 22.,Liu C,J Clin Lab Anal,2025,2025/9/22,PMC12572721,,10.1002/jcla.70103
24857411,Rapid metagenomic diagnostics for suspected outbreak of severe pneumonia,"Fischer N, Rohde H, Indenbirken D, G¨¹nther T, Reumann K, L¨¹tgehetmann M, Meyer T, Kluge S, Aepfelbacher M, Alawi M, Grundhoff A.",Emerg Infect Dis. 2014 Jun;20(6):1072-5. doi: 10.3201/eid2006.131526.,Fischer N,Emerg Infect Dis,2014,2014/5/27,PMC4036763,,10.3201/eid2006.131526
37957556,Diagnosis of leptospira by metagenomics next-generation sequencing with extracorporeal membrane oxygenation support: a case report,"Ji J, Wang W, Xiang S, Wei X, Pang G, Shi H, Dong J, Pang J.",BMC Infect Dis. 2023 Nov 13;23(1):788. doi: 10.1186/s12879-023-08793-w.,Ji J,BMC Infect Dis,2023,2023/11/14,PMC10644436,,10.1186/s12879-023-08793-w
41079969,Disseminated subcutaneous sporotrichosis in an immunocompetent patient: A case report and a systematic literature review,"Zhu G, Zhang L, Wang Y, Zhang Z.",Med Mycol Case Rep. 2025 Sep 26;50:100739. doi: 10.1016/j.mmcr.2025.100739. eCollection 2025 Dec.,Zhu G,Med Mycol Case Rep,2025,2025/10/13,PMC12510018,,10.1016/j.mmcr.2025.100739
36277245,Pyopneumothorax Caused by Trichomonas tenax and Porphyromonas endodontalis Coinfection in a Patient with Previous Cerebral Infarction: A Case Report and Literature Review,"Cai DH, Fang XL.",Infect Drug Resist. 2022 Oct 21;15:6101-6108. doi: 10.2147/IDR.S381859. eCollection 2022.,Cai DH,Infect Drug Resist,2022,2022/10/24,PMC9584768,,10.2147/IDR.S381859
38921374,Oral Isavuconazole Combined with Nebulized Inhalation and Bronchoscopic Administration of Amphotericin B for the Treatment of Pulmonary Mucormycosis: A Case Report and Literature Review,"Leng X, Zhou H, Xu Z, Xu F.",J Fungi (Basel). 2024 May 29;10(6):388. doi: 10.3390/jof10060388.,Leng X,J Fungi (Basel),2024,2024/6/26,PMC11204425,,10.3390/jof10060388
29371064,Metagenomic analysis for detecting Fusarium solani in a case of fungal keratitis,"Shigeyasu C, Yamada M, Aoki K, Ishii Y, Tateda K, Yaguchi T, Okajima Y, Hori Y.",J Infect Chemother. 2018 Aug;24(8):664-668. doi: 10.1016/j.jiac.2017.12.019. Epub 2018 Jan 20.,Shigeyasu C,J Infect Chemother,2018,2018/1/27,,,10.1016/j.jiac.2017.12.019
40605027,Conventional diagnosis and metagenomic analysis of a novel co-infection case involving Escherichia coli and immunosuppressive conditions with petechial hepatitis of broilers in South Korea: a case report,"Yun CS, Kim JK, Kwon H, Kim Y, Her M, Moon JS.",BMC Vet Res. 2025 Jul 2;21(1):432. doi: 10.1186/s12917-025-04855-0.,Yun CS,BMC Vet Res,2025,2025/7/3,PMC12224477,,10.1186/s12917-025-04855-0
34177917,Disseminated Tuberculosis Associated Hemophagocytic Lymphohistiocytosis in a Pregnant Woman With Evans syndrome: A Case Report and Literature Review,"Shi YF, Shi XH, Zhang Y, Chen JX, Lai WX, Luo JM, Ba JH, Wang YH, Chen JN, Wu BQ.",Front Immunol. 2021 Jun 10;12:676132. doi: 10.3389/fimmu.2021.676132. eCollection 2021.,Shi YF,Front Immunol,2021,2021/6/28,PMC8222916,,10.3389/fimmu.2021.676132
30997301,"Diversity of fungi from mangrove sediments of Goa, India, obtained by metagenomic analysis using Illumina sequencing","Haldar S, Nazareth SW.",3 Biotech. 2019 May;9(5):164. doi: 10.1007/s13205-019-1698-4. Epub 2019 Apr 4.,Haldar S,3 Biotech,2019,2019/4/19,PMC6449407,,10.1007/s13205-019-1698-4
38965961,Systemic Lupus Erythematosus Complicated with Mycobacterium Leprae Infection: a Rare Case Report,"Zhou D, Tang S, Li J.",Clin Lab. 2024 Jul 1;70(7). doi: 10.7754/Clin.Lab.2024.240149.,Zhou D,Clin Lab,2024,2024/7/5,,,10.7754/Clin.Lab.2024.240149
40275259,Disseminated talaromycosis in HIV-negative patients with lung cancer: a rare case report and literature review,"He H, Cai L, Xue X, Zhang K, Huang Q, Qiu A, Fan H, Lin Y, Xu B, Pan W.",BMC Infect Dis. 2025 Apr 24;25(1):601. doi: 10.1186/s12879-025-10985-5.,He H,BMC Infect Dis,2025,2025/4/24,PMC12023669,,10.1186/s12879-025-10985-5
39347491,Genetic Testing Technology Assisting in the Diagnosis and Treatment of Multiple Suppurative Arthritis and Extensive Migratory Skin and Soft Tissue Infections Caused by Disseminated Staphylococcus aureus Disease: A Case Report and Review,"Hong X, Huang Y, Lin W, Zhang Y, Lin J, Zhang S, Cai F, Chen J.",Infect Drug Resist. 2024 Sep 25;17:4185-4194. doi: 10.2147/IDR.S479043. eCollection 2024.,Hong X,Infect Drug Resist,2024,2024/9/30,PMC11439357,,10.2147/IDR.S479043
39889194,Peritoneal dialysis-associated peritonitis caused by Coxiella Burnetii: A case report,"Zhong Y, Cai ZY, Wang JR, Qi QG, Hao J.",Medicine (Baltimore). 2025 Jan 31;104(5):e41407. doi: 10.1097/MD.0000000000041407.,Zhong Y,Medicine (Baltimore),2025,2025/1/31,PMC11789885,,10.1097/MD.0000000000041407
40636480,Infection Leading to Breast Abscess Formation in Pregnancy: A Case Report,"Yu J, Chen J, Huang T, Gu X.",Int Med Case Rep J. 2025 Jul 4;18:791-809. doi: 10.2147/IMCRJ.S512859. eCollection 2025.,Yu J,Int Med Case Rep J,2025,2025/7/10,PMC12237704,,10.2147/IMCRJ.S512859
39716130,Donor-derived carbapenem-resistant Klebsiella Pneumoniae infections leading to retroperitoneal abscesses in kidney transplant recipients: a report of two cases,"Gao X, Chen L, Yang S, Zhu C, Wang D.",BMC Infect Dis. 2024 Dec 23;24(1):1459. doi: 10.1186/s12879-024-10372-6.,Gao X,BMC Infect Dis,2024,2024/12/23,PMC11667997,,10.1186/s12879-024-10372-6
37106331,Atypical anti-GQ1b antibody syndrome presenting with vomiting as the initial symptom: a case report and literature review,"Deng J, Wu L, Wei S, Zhang X.",BMC Neurol. 2023 Apr 27;23(1):170. doi: 10.1186/s12883-023-03213-7.,Deng J,BMC Neurol,2023,2023/4/27,PMC10134605,,10.1186/s12883-023-03213-7
36685424,Valproic acid induced aplastic crisis and Stevens-Johnson syndrome in a single pediatric patient,"Yang WJ, Chen ZH, Zheng YN.",Heliyon. 2022 Dec 24;9(1):e12461. doi: 10.1016/j.heliyon.2022.e12461. eCollection 2023 Jan.,Yang WJ,Heliyon,2022,2023/1/23,PMC9849992,,10.1016/j.heliyon.2022.e12461
36042605,Massive pericardial effusion due to chronic active Epstein-Barr virus infection successfully treated with PD-1 blockade: A case report,"Pi Y, Wang J, Wang Z.",Medicine (Baltimore). 2022 Aug 26;101(34):e30298. doi: 10.1097/MD.0000000000030298.,Pi Y,Medicine (Baltimore),2022,2022/8/31,PMC9410663,,10.1097/MD.0000000000030298
36447235,Disseminated nontuberculous mycobacterial infection with cryptic immunodeficiency mimicking malignancy: a case report,"Sun X, Zhang T, Sun H, Sun X.",BMC Pulm Med. 2022 Nov 29;22(1):452. doi: 10.1186/s12890-022-02227-0.,Sun X,BMC Pulm Med,2022,2022/11/29,PMC9706953,,10.1186/s12890-022-02227-0
38375100,Suppurative Meningitis Complicated with Arthritis Caused by Streptococcus Suis Infection: A Case Report,"Shen B, Tong L, Qiu J, Zhong J, Tong Z, Li X.",Infect Drug Resist. 2024 Feb 14;17:561-569. doi: 10.2147/IDR.S416341. eCollection 2024.,Shen B,Infect Drug Resist,2024,2024/2/20,PMC10875338,,10.2147/IDR.S416341
30936376,Severe Epididymo-Orchitis and Encephalitis Complicating Anti-PD-1 Therapy,"Quach HT, Robbins CJ, Balko JM, Chiu CY, Miller S, Wilson MR, Nelson GE, Johnson DB.",Oncologist. 2019 Jul;24(7):872-876. doi: 10.1634/theoncologist.2018-0722. Epub 2019 Apr 1.,Quach HT,Oncologist,2019,2019/4/3,PMC6656444,,10.1634/theoncologist.2018-0722
31448292,Rare Case of Community-Acquired Endocarditis Caused by Neisseria meningitidis Assessed by Clinical Metagenomics,"Choutko V, Lazarevic V, Ga?a N, Girard M, Renzi G, Leo S, Keller PM, Huber C, Schrenzel J.",Front Cardiovasc Med. 2019 Aug 6;6:112. doi: 10.3389/fcvm.2019.00112. eCollection 2019.,Choutko V,Front Cardiovasc Med,2019,2019/8/27,PMC6691042,,10.3389/fcvm.2019.00112
37492645,Epidemiological and clinical characteristics of a family cluster of psittacosis: A case report,"Cao J, Xie X, Lei Y, Li S, Song X, Lei Y, An Q, Zhang B.",IDCases. 2023 Jul 6;33:e01845. doi: 10.1016/j.idcr.2023.e01845. eCollection 2023.,Cao J,IDCases,2023,2023/7/26,PMC10365937,,10.1016/j.idcr.2023.e01845
29936877,Usefulness of metagenomic analysis in differential diagnosis for pyoderma gangrenosum,"Chen ZQ, Huang JF, Ma LL, Zhang CL, Lei S.",J Int Med Res. 2018 Aug;46(8):3468-3473. doi: 10.1177/0300060518780124. Epub 2018 Jun 25.,Chen ZQ,J Int Med Res,2018,2018/6/26,PMC6134661,,10.1177/0300060518780124
37307117,Mechanized Pneumonia Secondary to Legionella Infection with Diarrhea as the First Manifestation: a Case Report,"Chen Z, Li WQ, Deng ZP.",Clin Lab. 2023 Jun 1;69(6). doi: 10.7754/Clin.Lab.2022.221030.,Chen Z,Clin Lab,2023,2023/6/12,,,10.7754/Clin.Lab.2022.221030
39830034,Sequential Therapy of Linezolid and Contezolid to Treat Hematogenous Lung Abscess Caused by Staphylococcus aureus in a Congenital Cerebral Hypoplasia Patient: A Case Report,"Zhou S, Xin C, Liu W.",Infect Drug Resist. 2025 Jan 13;18:253-260. doi: 10.2147/IDR.S502839. eCollection 2025.,Zhou S,Infect Drug Resist,2025,2025/1/20,PMC11740585,,10.2147/IDR.S502839
39252254,A case of necrotic pneumonia caused by Streptococcus pneumoniae was diagnosed using a pneumonia antigen test in BALF: A case report,"Huang Y, Guo H, Li Y.",Medicine (Baltimore). 2024 Sep 6;103(36):e39571. doi: 10.1097/MD.0000000000039571.,Huang Y,Medicine (Baltimore),2024,2024/9/10,PMC11383723,,10.1097/MD.0000000000039571
36635670,Peritoneal dialysis related eosinophilic peritonitis: a case report and review of the literature,"Qingyan Z, Yangyang X, Miao Z, Chunming J.",BMC Nephrol. 2023 Jan 12;24(1):10. doi: 10.1186/s12882-022-03027-8.,Qingyan Z,BMC Nephrol,2023,2023/1/12,PMC9838006,,10.1186/s12882-022-03027-8
36816584,Disseminated Talaromyces marneffei infection after renal transplantation: A case report and literature review,"Xu L, Chen X, Yang X, Jiang H, Wang J, Chen S, Xu J.",Front Cell Infect Microbiol. 2023 Feb 2;13:1115268. doi: 10.3389/fcimb.2023.1115268. eCollection 2023.,Xu L,Front Cell Infect Microbiol,2023,2023/2/23,PMC9932035,,10.3389/fcimb.2023.1115268
36386421,"Fatal Rickettsia Japonica Infection Complicating Disseminated Intravascular Coagulation in Yichang, China","Gao S, Li L, Zhou X, Dai X, Lu L, Chen Y, Han J, Huang X, Xiao Q, He H, Liu Q.",Infect Drug Resist. 2022 Nov 11;15:6613-6623. doi: 10.2147/IDR.S383917. eCollection 2022.,Gao S,Infect Drug Resist,2022,2022/11/17,PMC9664911,,10.2147/IDR.S383917
35397509,Endogenous endophthalmitis caused by Streptococcus suis infection: a case report,"Li Z, Xu M, Hua X.",BMC Ophthalmol. 2022 Apr 9;22(1):165. doi: 10.1186/s12886-022-02389-9.,Li Z,BMC Ophthalmol,2022,2022/4/10,PMC8994891,,10.1186/s12886-022-02389-9
